ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
434378,Kirti Nagar,Delhi,Desi Mirch Masala,150,2.9,80,"Chinese,Fast Food,Thalis",Kirti Nagar,72
434781,Rohini,Delhi,Taste Of Nawaabs,650,2.9,80,"Biryani,Indian",Rohini,53
435952,Moti Nagar,Delhi,Chattore,150,2.9,80,"Chinese,Tandoor",Kirti Nagar,77
436260,Rohini,Delhi,Taabartod Thali,200,2.9,80,"North Indian,Thalis,Tandoor,Desserts",Rohini,55
437330,Rohini,Delhi,Yum-Shum Chinese,300,2.9,80,"Chinese,Snacks",Rohini,57
437905,Rajouri Garden,Delhi,Wok On Fire,400,4.7,50,"Chinese,Thai,Asian",Rajouri Garden,76
437955,Janakpuri,Delhi,The Burger Company,300,2.9,80,"Fast Food,Beverages",Janakpuri,78
438252,Rohini Sector 7,Delhi,Protein Singh,250,2.9,80,"Fast Food,Salads,Beverages",Rohini Sector 7,47
438453,Rohini,Delhi,Patiala Flavours,500,2.9,80,Indian,Rohini,45
438825,Paschim Vihar,Delhi,Moms Kitchen,250,2.9,80,"Indian,Seafood",Paschim Vihar,56
438945,Nsp,Delhi,Nirmal Vada Pav,250,2.9,80,"Street Food,Fast Food",Nsp,53
439539,Ashok Vihar,Delhi,Mom'S Kitchen,249,2.9,80,Indian,Ashok Vihar,69
439844,Rohini,Delhi,Kbc(Kon Banega Chatora),500,2.9,80,"Chinese,Indian,Continental,Biryani",Rohini,46
439964,Punjabi Bagh,Delhi,Indi Fork,1000,2.9,80,North Indian,Punjabi Bagh,70
440426,Ashok Vihar,Delhi,Darbari Swad,400,2.9,80,"Indian,Tandoor,Biryani",Ashok Vihar,74
441066,Paschim Vihar,Delhi,Singh N Ching,400,2.9,80,"North Indian,Tandoor,Biryani",Paschim Vihar,51
441240,Rohini,Delhi,Delhi Se,400,2.9,80,"Chinese,North Indian,Tandoor,Combo,Biryani,Beverages",Rohini,44
441707,Rohini,Delhi,Kohinoor Foods & Snacks,250,2.9,80,"North Indian,Snacks,Beverages",Rohini,37
441848,Rohini,Delhi,Fat Wrap / Fat Roll - Giant Juicy And Stuffed!,400,2.9,80,"Fast Food,Snacks,Beverages,Desserts",Rohini,40
443045,Rohini,Delhi,Da Pizza Factory,300,2.9,80,Italian,Rohini,35
443086,Rohini,Delhi,Nirula'S,500,4.2,20,"Ice Cream,Desserts,Beverages",Rohini,39
443504,South West,Delhi,Eatfit,270,4.3,50,"Healthy Food,Pizzas,North Indian,Thalis,Biryani",Najafgarh Road,71
444780,Rohini,Delhi,Theobroma,850,4.4,100,"Desserts,Bakery,Beverages",Rohini,33
445802,Rohini,Delhi,Murthalwala,200,4.2,20,"Punjabi,North Indian,Indian",Rohini,37
445821,Rohini,Delhi,Mr Paratha,200,3.9,20,"Punjabi,North Indian,Indian",Rohini,37
445826,Rohini,Delhi,Lala Pakode Wala,200,4.4,20,"Snacks,Fast Food,Punjabi",Rohini,37
445830,Rohini,Delhi,Haandiwala,200,2.9,80,"Punjabi,North Indian,Indian",Rohini,37
445835,Rohini,Delhi,Thaaliwalaa,200,4,20,"Punjabi,North Indian,Indian,Thalis",Rohini,36
445859,Rohini,Delhi,Wat A Paratha,200,2.9,80,"Punjabi,North Indian,Indian",Rohini,37
445893,Rohini,Delhi,Chinese By Heart,200,4.1,20,"Chinese,Asian,Snacks,Fast Food",Rohini,37
445907,Rohini,Delhi,The Hungry Street,200,2.9,80,"Continental,Snacks,Fast Food",Rohini,46
445910,Rohini,Delhi,The Mealbox,200,2.9,80,"Thalis,Punjabi,North Indian,Indian",Rohini,38
445927,Rohini,Delhi,Mr Naan & Mrs Curry,200,2.9,80,"Punjabi,North Indian,Indian",Rohini,44
446812,Vardhman Premium Mall,Delhi,Biryani By Kilo,700,4.8,20,"Biryani,Mughlai,Kebabs,North Indian,Hyderabadi,Lucknowi,Andhra,South Indian",Rohini,53
448766,Paschim Vihar,Delhi,Uncle Ji Ka Kitchen,300,2.9,80,"North Indian,Thalis",Paschim Vihar,79
449740,Rohini,Delhi,Shahi Chiken Corner,350,2.9,80,Indian,Rohini,60
450002,Sainik Vihar Pritampura,Delhi,Tandoori Junction,350,2.9,80,"North Indian,Tandoor,Thalis,Beverages",Rohini,48
450067,Rohini,Delhi,The Special Cheeseyest Pizza,200,2.9,80,"Pizzas,Fast Food",Rohini,60
450484,Rohini,Delhi,The Special Roll,200,2.9,80,Snacks,Rohini,45
450510,Rohini,Delhi,Pradeep Egg Center,500,2.9,80,Snacks,Rohini,47
451508,Rohini,Delhi,Dilli Meri Jaan,350,2.9,80,"Chinese,Indian",Rohini,45
451592,Nsp,Delhi,The Tribbiani'S Pizzeria,450,2.9,80,"Pizzas,Italian,Beverages",Nsp,59
451978,Rohini,Delhi,Hyderabadi Biryani,350,2.9,80,"Biryani,Indian,Chinese,Beverages",Rohini,47
451989,Rohini,Delhi,Hyderabadi Handi Biryani,350,2.9,80,North Indian,Rohini,40
452723,Rohini,Delhi,Lajawab Biryani Corner,350,2.9,80,"Biryani,Chinese",Rohini,39
453947,Rajouri Garden,Delhi,Urban Food House,150,2.9,80,"Chinese,Continental,Fast Food",Rajouri Garden,74
454303,Rohini,Delhi,Lazeez Handi Biryani,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454311,Rohini,Delhi,Handi Biryani Kingdom,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454313,Rohini,Delhi,Handi Biryani Wala,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454321,Rohini,Delhi,Handi Biryani Empire,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454348,Rohini,Delhi,Handi Biryani,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
455443,Keshav Puram,Delhi,Mama Chicken,450,2.9,80,"Chinese,North Indian,Pastas,Snacks,Mughlai",Keshav Puram,72
456230,Nsp,Delhi,China Gate Fast Food,250,2.9,80,Chinese,Nsp,63
456823,Begampur,Delhi,Pehalwan Ji Delhi 6 Chicken Restaurant,300,2.9,80,"North Indian,Seafood,Biryani",Begampur,66
457542,Rohini,Delhi,Shahi Tandoor,300,2.9,80,"Tandoor,Indian",Rohini,47
457568,Ashok Vihar,Delhi,Daksh Rasoi,500,2.9,80,"North Indian,Thalis,Combo",Ashok Vihar,75
458258,Nsp,Delhi,Fat Tiger,300,5,20,"Pizzas,Chinese,Snacks,Beverages,American",Nsp,73
458404,Rohini,Delhi,Tandoori Bites,500,2.9,80,"Indian,North Indian,Fast Food",Rohini,58
458570,Rohini,Delhi,Kitchen Queen,200,2.9,80,"Indian,Combo,Beverages",Rohini,46
459564,Rohini,Delhi,Pan & Grill,200,2.9,80,Snacks,Rohini,55
459832,Nsp,Delhi,Chef Nation,300,2.9,80,"Chinese,Beverages",Nsp,50
460316,Begampur,Delhi,Yellow Berries,250,2.9,80,"North Indian,Bengali",Begampur,63
461036,Rohini,Delhi,Punjab Chicken Corner,300,2.9,80,"Punjabi,North Indian,Tandoor,Chinese",Rohini,34
461103,Rohini,Delhi,Currynama By Seven Seas,800,2.9,80,"North Indian,Kebabs,Desserts",Rohini,45
462444,Rohini,Delhi,Mealizer,300,2.9,80,Chinese,Rohini,36
462777,Rohini,Delhi,Bar Of Burger,300,2.9,80,"American,Beverages",Rohini,40
9753,Pitam Pura,Delhi,Sagar Ratna,450,4.1,500,"South Indian,North Indian,Chinese",Near Pitampura Metro Station,46
10241,Sector 15 Rohini,Delhi,South Indian Corner,250,4,100,"South Indian,Fast Food",Sector 15,49
10254,Rohini,Delhi,Pasta Hut,400,4.2,20,"Pastas,Pizzas,Beverages,Snacks,Chinese",Mangalam Place Rohini Sector 3,38
10301,Sector 9 Rohini,Delhi,Punjabi Rasoi,400,4.2,500,"North Indian,Chinese,Fast Food,South Indian,Italian,Desserts",Opposite Metro Pillar 408 Sector 7,34
10325,Sector 3 Rohini,Delhi,Pizzallo Hot,400,3,20,"Italian,Pizzas",Rohini Sector 3,27
14413,Rohini,Delhi,Keventers - Milkshakes And Desserts,300,4.4,100,"Beverages,Ice Cream,Desserts,Healthy Food",Unity One Mall,35
18483,Shalimar Bagh,Delhi,Mitthu Tikki Wala,300,4.1,100,"Street Food,Chinese",Bw Block Shalimar Bagh,60
18493,Sector 9 Rohini,Delhi,Apni Rasoi (Sector 9 Dc Chowk Rohini),250,4,1000,North Indian,Dc Chowk,34
20611,Sector 7 Rohini,Delhi,Giani'S,200,4.3,100,"Ice Cream,Desserts,Beverages,Bakery",Rohini Sector 7 Sector 9 Main Road,33
22908,Rohini,Delhi,Food 2 Go,200,3.9,20,"North Indian,Chinese",Rohini,50
23590,Shalimar Bagh,Delhi,Fingerlickerz Bombaywala (Shalimar Bagh),150,4.2,100,"Street Food,Fast Food,Maharashtrian,Indian,Snacks",Bharat Nagar,63
26703,Moti Nagar,Delhi,Shudh Vaishno Hotel (Karam Pura),400,4.3,100,Indian,New Moti Nagar,63
28967,Rohini,Delhi,Dev China Town,300,3.9,20,"Chinese,Fast Food",Rohini,48
29221,Paschim Vihar,Delhi,Shahi Naan Wala,250,4.4,50,"North Indian,Fast Food,Tandoor,Combo,Snacks",Pashchim Vihar,50
29576,Rohini,Delhi,R.P.W Pizza,350,3.5,50,Italian,Rohini Sector 9,38
32550,Shalimar Bagh,Delhi,Spice Sea,600,4.1,100,"North Indian,Chinese",Shalimar Bagh,66
33168,Sector 7 Rohini,Delhi,My Shop Sector-7,300,4.1,100,"Fast Food,Italian,American,Beverages",Opposite Kapil Dental Clinic,31
34074,Peeragarhi Camp,Delhi,Kapoor Dhaba,200,3.6,20,North Indian,Near Paschim Vihar West Metro Station,50
34387,Rohini,Delhi,Havmor Havfunn Ice Cream,200,4.6,100,"Ice Cream,Desserts",Prashant Vihar,38
35589,Sector 7 Rohini,Delhi,Moti Mahal Delux Rohini,500,4.2,100,"North Indian,Chinese,Thalis,Combo",Sector 7,34
36900,Sector 4 Rohini,Delhi,Wah Bhai Wah,200,3.8,500,"North Indian,Chinese,Tandoor,Beverages",Sector 4,27
37698,Tagore Garden Extension,Delhi,Nathu'S Sweets,200,3.7,1000,"Sweets,Chinese,Desserts,North Indian,South Indian,Italian,Street Food,Beverages,Indian,Fast Food",Rajouri Garden,73
38428,Rohini,Delhi,Maha Laxmi Dhaba,300,4.1,20,North Indian,Rohini Sector 11,45
39223,Sector 7 Rohini,Delhi,Waffle King,300,4.2,100,"Desserts,Continental,Ice Cream,Beverages",Rohini Sec 8,35
40329,Sector 7 Rohini,Delhi,Shree Rathnam,600,4.2,500,"South Indian,North Indian,Chinese",Rohini,37
41307,Budh Vihar,Delhi,Btw,200,3.7,100,"Street Food,North Indian",Budh Vihar,39
42365,Sector 5 Rohini,Delhi,Zaffran,400,2.9,80,North Indian,Sector 5 Rohini,39
43380,Vikaspuri,Delhi,Vanakkam Madras Cafe,150,4.2,100,"South Indian,Chinese",Dda Market,77
43409,Delhi,Delhi,Madras Dosa & Chinese Corner (Shalimar Bagh),300,3.9,1000,"South Indian,Chinese,Italian,Beverages,Snacks",Al Market Shalimar Bagh,63
45691,Prashant Vihar Rohini,Delhi,Hot Spot Mini Shop,300,3.8,100,"Italian,Beverages,Fast Food,Snacks",Prashant Vihar,48
46868,Sector 2 Rohini,Delhi,Kushal Bhojnalaya,200,4.2,100,North Indian,Rohini,29
48834,Prashant Vihar Rohini,Delhi,Vaishno Rasoi,300,3.9,100,North Indian,Ground Floor Pvr Fun City Mall,48
51056,Pitam Pura,Delhi,Singhs Vada Pav,150,4.2,100,"Street Food,Fast Food,Snacks,North Indian,Beverages",Opposite M2K Cinema,49
52262,Rohini,Delhi,Kutumb,600,2.9,80,"Chinese,North Indian",Metro Park,46
52577,Secot 24Rohini,Delhi,New Punjabi Rasoi,300,3.7,500,North Indian,Sector 24,52
55847,Pitam Pura,Delhi,Aapki Rasoi,200,3.3,100,"North Indian,Tandoor,Indian,Punjabi",Vardhman Market,35
57956,Rohini,Delhi,Madras Cafe,200,3.9,100,South Indian,Rohini,50
57964,Rohini,Delhi,Nivetha Dosa Corner,150,4.1,100,South Indian,Rohini,31
60965,Paschim Vihar,Delhi,New Durga Dosa Corner,150,4,100,"South Indian,Snacks,Fast Food,Indian",Punjabi Bagh,51
61249,Rohini,Delhi,Jain Kulfi (Vikas Jain'S),100,4.1,20,Desserts,Sector-16,51
64079,Pitam Pura,Delhi,Punjabi Zaika,350,4.3,100,North Indian,Rani Bagh,52
67259,Sector 7 Rohini,Delhi,Gulshan Di Chaap,200,3.9,100,"North Indian,Mughlai",Sector-7,27
69120,Rohini,Delhi,Giani,350,4.2,100,Ice Cream,North Ex Mall,36
73680,Sector 7 Rohini,Delhi,Southy,200,3.6,500,"South Indian,Snacks,Beverages",Sector-7,37
77567,Paschim Vihar,Delhi,Yamu'S Panchayat,400,4.5,50,"North Indian,Desserts",Paschim Vihar,50
79995,Budh Vihar,Delhi,Victory Pizza,400,2.9,80,North Indian,Budh Vihar Phase-2,50
82094,Sector 10 Rohini,Delhi,Dine House By Eleven Course,1650,2.9,80,"Chinese,North Indian,Italian,Mexican",Pitampura,53
84158,Paschim Vihar,Delhi,Lakhan Pan,100,4.6,50,Juices,Paschim Vihar,47
85113,Paschim Vihar,Delhi,Sharma Shud Vashno Dhaba,200,4.2,20,North Indian,Paschim Vihar,50
94415,Ramesh Nagar,Delhi,Choolah (Pure Veg),200,3.6,20,"North Indian,Mughlai,Punjabi",Club Road Market,73
95947,Pitam Pura,Delhi,Dosa Corner,250,4.1,50,"Chinese,South Indian",Nsp,56
99886,Rohini,Delhi,New Punjabi Dhaba,300,3.3,50,North Indian,Rohini,47
104317,Krishan Vihar,Delhi,Apni Rasoi,300,4,100,"North Indian,Chinese,Tandoor,Snacks,Pastas",Budh Vihar,35
104769,Tagore Garden Extension,Delhi,Tite Da Dhaba,200,4.1,1000,North Indian,Ragubir Nagarshivaji College Road,64
105418,Nangloi,Delhi,Banke Bihari Restaurant,300,3.6,100,"Street Food,Desserts",Nangloi,54
120100,Paschim Vihar,Delhi,Sgf - Spice Grill Flame (Paschim Vihar),250,3.7,100,"North Indian,Fast Food,Chinese",Paschim Vihar,54
121913,Rohini,Delhi,Vinayak Restaurant,200,2.9,80,Chinese,Rohini,48
124585,Sector 15 Rohini,Delhi,Gurdass Man Dhaba,300,3.9,100,Indian,Rohini,49
125137,Sector 14 Rohini,Delhi,The Waffle Co.,200,4.2,100,"Ice Cream,Desserts,Beverages",Prashant Vihar,49
126017,Rohini,Delhi,Dev Kitchen,200,2.9,80,"North Indian,Chinese,Continental",Sector-9 Rohini,50
128078,Paschim Vihar,Delhi,New Durga Corner,150,4.1,500,"South Indian,Chinese",Dda Market Paschim Vihar,40
141986,Tilak Nagar,Delhi,Haldiram'S (Tilak Nagar),450,4.4,1000,"Sweets,Desserts,North Indian",Tilak Nagar,76
142909,Shalimar Bagh,Delhi,Samose Wale,150,4.1,20,Snacks,Shalimar Bagh,70
144725,Kg-Iii,Delhi,Aggarwal Standard Sweets,250,3.8,100,"Sweets,Snacks",Janakpuri,72
155882,Sector 9 Rohini,Delhi,Shri Balaji Rasoi,250,3.9,50,North Indian,Laxmi Nagar,37
159496,Rohini,Delhi,S.P.W Pizza,200,2.9,80,"Chinese,Fast Food",Sector 8A,36
160853,Paschim Vihar,Delhi,Sunny Fruit Juice And Shakes,300,2.9,80,Beverages,Paschim Vihar,50
160883,Budh Vihar,Delhi,Pandit Ji Ka Dhaba,200,3.2,20,North Indian,Budh Vihar,38
161570,Pocket C-11 Sector 5 Rohini,Delhi,Urban Bawarchi,300,2.9,80,North Indian,Pocket C-11 Sector 5 Rohini,39
166974,Rohini,Delhi,Abbys -The Food Hub,300,2.9,80,"North Indian,Fast Food,Beverages",Sector-11,49
174954,Sector 8 Rohini,Delhi,Standard Rabri Faluda And Shakes,150,4.3,100,Desserts,Sector-8 Pradeep Bhatia Marg,30
175026,Sector 6 Rohini,Delhi,Pawan Vaishno Dhaba,150,3.7,100,North Indian,Mahindra Park Pitampura,27
176243,Paschim Vihar,Delhi,The Cake Mistri,450,2.9,80,"Snacks,Indian",Bhera Enclave Paschim Vihar New Delhi,57
177925,Shalimar Bagh,Delhi,Shravana Cafe,300,3.6,50,"South Indian,Chinese",Shlaimar Bagh,68
193493,Sector 10 Rohini,Delhi,Haldiram'S,350,4.3,500,"Sweets,North Indian",Rohini,38
203251,Tagore Garden Extension,Delhi,Cake Factory,500,2.9,80,Bakery,Tagore Garden,72
211283,Tagore Garden Extension,Delhi,Cake 24Ghante,500,2.9,80,Bakery,Tagore Garden Extension,70
216894,Tri Nagar,Delhi,M.K. Chinese Food,450,2.9,80,Chinese,Ashok Vihar,72
220162,Rohini,Delhi,The Pizza Point,250,2.9,80,"Chinese,Pastas,Pizzas",Pocket A Sector 1,33
225792,Sector 1 Rohini,Delhi,Cake Studio-100% Veg,99,3.8,100,"Bakery,Chinese,Snacks,Desserts",Rohini,28
227235,Sector 8 Rohini,Delhi,Fruitarian - Fruit Salads,200,4.2,100,"Healthy Food,Salads,Ice Cream,Beverages,Juices,Navratri Special,North Indian,Snacks",Sector 8C,45
229687,Rohini,Delhi,The Crispy Bites,400,3.9,50,Fast Food,Rohini,52
233108,Rohini,Delhi,Vaishno Punjabi Dhaba,300,4.5,50,North Indian,Sector-8,31
237691,Rohini,Delhi,Bablu Best Bakers,250,3.5,100,"Bakery,Desserts",Rohini,30
240497,Budh Vihar,Delhi,Pandit Ji Ke Paranthe,300,3.3,50,Indian,Budh Vihar Phase 1,46
249968,Sector 11 Rohini,Delhi,Dhruv'S Kitchen,250,2.9,80,Indian,Rohini,58
252614,Paschim Vihar,Delhi,Nic Natural Ice Creams,120,4.5,100,"Ice Cream,Desserts",Paschim Vihar,35
253424,Prashant Vihar Rohini,Delhi,Spice N Curry,300,3.9,100,"Chinese,North Indian",Sec-14,54
258189,Rohini,Delhi,Great Indian Khichdi,200,4.3,100,"Indian,Home Food,Healthy Food,Snacks",Sector 7,33
260510,Pitam Pura,Delhi,Kwality Walls Frozen Dessert & Ice Cream Shop,100,4.6,500,"Desserts,Ice Cream",Nsp,29
263572,Rohini,Delhi,Pure Veg Meals By Lunchbox,200,2.9,80,"North Indian,Desserts,Biryani",Sector 8,37
267206,Rohini,Delhi,Super India Restaurant,300,2.9,80,North Indian,Prashant Vihar Rohini Sector 14,56
279826,Paschim Vihar,Delhi,Shudh Vaishno Shanker Dhaba,300,4.2,100,North Indian,Paschim Vihar,48
300315,Rohini,Delhi,Fresh Juice And Shakes,200,2.9,80,Juices,Rohini,38
314426,Rohini,Delhi,Natural Ice Cream,150,4.4,50,Ice Cream,Sector 8,35
316632,Rohini,Delhi,Saravana South Indian Cafe,150,3.9,20,"South Indian,Chinese",Rohini,38
321967,Rohini,Delhi,Cake.Com,250,2.9,80,"Desserts,Bakery",Rohini,37
322309,Rohini,Delhi,Kayansh Foods,250,2.9,80,"North Indian,Thalis,Combo",Rohini,40
337668,Tagore Garden Extension,Delhi,Cake World,300,2.9,80,"Desserts,Snacks,Continental",Rajouri Garden,74
338103,Rohini,Delhi,Shree Vaishno Rasoi,250,4.3,20,"Tandoor,Chinese,Biryani",Rohini,50
340197,Tagore Garden Extension,Delhi,Murthal Xpress,250,3.8,100,"North Indian,Chaat,Thalis,Tandoor,Indian,Desserts",Rajouri Garden,74
341033,Rithala Rohini,Delhi,Bakingo,300,4.3,500,"Bakery,Desserts,Beverages,Snacks",Rohini,38
353098,Rohini,Delhi,Cuoco,350,2.9,80,"Continental,Beverages,Italian,Fast Food",Rohini,55
355352,Paschim Vihar,Delhi,Grameen Kulfi,120,4.3,20,"Ice Cream,Desserts",Paschim Vihar,34
356626,Rohini,Delhi,Chaap Kingdom,300,4.2,20,Indian,Rohini,40
357948,Pitam Pura,Delhi,The Pizza Club,100,2.9,80,"Street Food,Chinese,Pizzas,Beverages",Nsp,55
363962,Pitam Pura,Delhi,Purple Forest.,300,2.9,80,"Bakery,Desserts",Nsp,61
367659,Rohini,Delhi,The Brooklyn Creamery - Healthy Ice Cream,200,4.2,20,"Desserts,Ice Cream,Healthy Food",Rohini Rk,36
369130,Tagore Garden Extension,Delhi,Keshav Bakery,500,2.9,80,Bakery,Rajouri Garden,69
369475,Rohini,Delhi,Baskin Robbins,250,3.8,20,"Desserts,Ice Cream",Rohini Rk,38
370908,Nsp,Delhi,Gourmet Ice Cream Cakes By Baskin Robbins,300,2.9,80,"Desserts,Ice Cream,Bakery",Rani Bagh Pitampura,58
371781,Rohini,Delhi,Keventers Ice Creamery,300,4.6,20,"Ice Cream,Desserts",Unity One Rohini Delhi,33
371878,Rohini,Delhi,Haunted Kitchen,150,2.9,80,"Indian,Pizzas,Biryani,Beverages",Rohini,36
378401,Paschim Vihar,Delhi,Sunny Bakery,400,3.9,20,"Bakery,Desserts",Paschim Vihar,57
381476,Nsp,Delhi,Kuremal Kulfi,200,2.9,80,"Desserts,Indian",Nsp,46
388268,Vikaspuri,Delhi,Aggarwal Sweets,200,3.8,100,"Snacks,Desserts",Janakpuri,74
391571,Rohini,Delhi,The Paratha Company,200,3.4,20,North Indian,Rohini,47
391698,Rohini,Delhi,Quick Tasty Bites,150,2.9,80,"Indian,Chinese,Pastas,Fast Food,Snacks",Rohini,39
397022,Rajouri Garden,Delhi,Hira Lal Paan,200,4.3,50,"Paan,Beverages,Waffle",Rajouri Garden,74
397744,Nsp,Delhi,Modern Caterers,300,4.2,1000,"North Indian,Chinese,Snacks,Beverages,Punjabi",Nsp,46
397954,Rohini,Delhi,Cake All Time,200,2.9,80,"Bakery,Cafe",Rohini,56
398030,Rajouri Garden,Delhi,Radha Swami Chaap Wala,300,2.9,80,"North Indian,Chinese,Tandoor",Rajouri Garden,76
400777,Rohini,Delhi,Tummy Full,150,2.9,80,Snacks,Rohini,30
404496,Prashant Vihar,Delhi,Veer Ji Malai Chaap Wale  Prashant Vihar,200,3.6,100,"Indian,Tandoor",Rohini,47
404781,Paschim Vihar,Delhi,Sayna Restaurant,150,2.9,80,North Indian,Paschim Vihar,65
409486,Rohini,Delhi,Aura Bakers,300,2.9,80,"Bakery,Indian,Chinese,Pastas,Snacks",Rohini,36
415742,Rohini,Delhi,Dhaam Kitchen,300,2.9,80,"Indian,North Indian,Fast Food",Rohini,47
417308,Rajouri Garden,Delhi,Amritsari Express,200,2.9,80,North Indian,Rajouri Garden,78
417454,Sri Nagar,Delhi,Calcutta Mithai,200,4.2,50,"Chaat,Sweets",Nsp,57
424125,Sector -6,Delhi,Radhey Shyam Ki Rasoi,300,2.9,80,"North Indian,Chinese,Snacks,Thalis",Rohini,33
425092,Rohini,Delhi,Hariram Sweets,200,3.7,20,Indian,Rohini,47
425478,Rohini,Delhi,Pasta Rasta.Com,200,2.9,80,"Italian,Chinese,Fast Food,Beverages",Rohini,49
427388,Rohini,Delhi,Eat Thrill Zone,300,4.3,20,"Bakery,Tandoor,Fast Food,Chinese,Continental",Rohini,37
429308,Ashok Vihar,Delhi,Quickey Snacks Corner,200,2.9,80,"Chinese,Snacks",Ashok Vihar,70
430805,Rohini,Delhi,Sizzling Grillz,300,2.9,80,Indian,Rohini,62
437870,Rohini,Delhi,Foodie Delight,350,2.9,80,"Indian,Chinese,Combo",Rohini,55
438487,Nsp,Delhi,Wedesi,150,2.9,80,"North Indian,Indian",Nsp,49
441531,Rohini,Delhi,Chulha Chowka,250,2.9,80,"Chinese,North Indian,Tandoor",Rohini,67
444268,Rohini,Delhi,The Real Spicy,200,2.9,80,"Indian,Fast Food,Bakery,Pizzas",Rohini,38
452010,Rohini,Delhi,Silver Apple,200,2.9,80,"Chaat,Indian,Beverages",Rohini,60
454028,Rajouri Garden,Delhi,Delicious Food,150,2.9,80,"Fast Food,Chinese",Rajouri Garden,68
456504,Pitampura,Delhi,The Blue Plate,400,2.9,80,"Chinese,North Indian,Biryani",Pitampura,49
457951,Kirti Nagar,Delhi,Sindhi Namkeen & More,200,2.9,80,"Indian,Gujarati",Kirti Nagar,68
461141,Nsp,Delhi,New Oye Punjabi,350,2.9,80,"Punjabi,North Indian,Chinese",Nsp,55
463051,Rohini,Delhi,Zaika The Bakers,400,2.9,80,Pizzas,Rohini,38
465835,Rohini,Delhi,Jay Mata Ji Home Kitchen,200,2.9,80,South Indian,Rohini,28
465872,Rohini,Delhi,Chinese Kitchen King,150,2.9,80,"Chinese,Snacks,Tandoor",Rohini,58
465990,Rohini,Delhi,Shree Ram Paratha Wala,150,2.9,80,"North Indian,Indian,Snacks",Rohini,28
